농장아이디,개체 구별 번호,산차,교배지수,경과일,교배일,임신 사고기간,임신 사고 원인,임신 기간,분만일,총산자수,미라,사산,실산자수,생시도태두수,양자전입두수,양자전출두수,포유자돈폐사 두수,부분이유 두수,포유기간,이유일,이유두수
PF_0000347_01,429,10,1,0,20130627,,,115,20131020,6,0,2,4,,,,,,25,20131114,4
PF_0000347_01,431,8,1,0,20130621,,,115,20131014,9,0,0,9,,,,,,24,20131107,10
PF_0000347_01,440,8,1,0,20130625,,,115,20131018,7,0,0,7,,,,,,27,20131114,8
PF_0000347_01,611,7,1,0,20130901,,,117,20131227,5,0,0,5,,,,,,27,20140123,9
PF_0000347_01,612,7,1,0,20130806,,,114,20131128,11,0,0,11,,,,,,21,20131219,8
PF_0000347_01,620,7,1,0,20130717,,,114,20131108,13,0,1,12,,,,,,27,20131205,10
PF_0000347_01,625,6,1,0,20130619,,,115,20131012,11,0,1,10,,,,,,26,20131107,9
PF_0000347_01,626,7,1,0,20130730,,,115,20131122,12,0,2,10,,,,,,20,20131212,10
PF_0000347_01,640,8,1,0,20130702,,,115,20131025,13,0,4,9,,,,,,27,20131121,9
PF_0000347_01,645,7,1,0,20130806,,,118,20131202,4,0,2,2,,,,,,24,20131226,8
PF_0000347_01,652,5,1,0,20130806,,,118,20131202,8,0,0,8,,,,,,24,20131226,10
PF_0000347_01,659,7,1,0,20130626,,,115,20131019,7,0,1,6,,,,,,26,20131114,8
PF_0000347_01,661,7,1,0,20130730,,,118,20131125,12,0,1,11,,,,,,24,20131219,10
PF_0000347_01,672,5,1,0,20130710,,,116,20131103,11,0,3,8,,,,,,32,20131205,10
PF_0000347_01,675,5,1,0,20130626,,,115,20131019,11,0,0,11,,,,,,26,20131114,7
PF_0000347_01,689,5,1,0,20130806,,,115,20131129,10,0,0,10,,,,,,27,20131226,9
PF_0000347_01,709,5,1,0,20130709,,,115,20131101,10,0,0,10,,,,,,27,20131128,9
PF_0000347_01,716,5,1,0,20130819,,,117,20131214,14,0,0,14,,,,,,26,20140109,10
PF_0000347_01,720,5,1,0,20130817,,,114,20131209,16,0,0,16,,,,,,24,20140102,10
PF_0000347_01,724,5,1,0,20130819,,,116,20131213,9,0,1,8,,,,,,27,20140109,10
PF_0000347_01,726,5,1,0,20130903,,,114,20131226,10,0,0,10,,,,,,28,20140123,9
PF_0000347_01,728,5,1,0,20130826,,,115,20131219,9,0,1,8,,,,,,22,20140110,0
PF_0000347_01,729,4,1,0,20130617,,,115,20131010,4,0,0,4,,,,,,28,20131107,10
PF_0000347_01,730,5,1,0,20130813,,,116,20131207,11,0,1,10,,,,,,26,20140102,10
PF_0000347_01,731,5,1,0,20130903,,,118,20131230,15,0,1,14,,,,,,24,20140123,10
PF_0000347_01,761,6,1,0,20130831,,,116,20131225,12,0,2,10,,,,,,22,20140116,10
PF_0000347_01,762,6,1,0,20130819,,,114,20131211,15,0,2,13,,,,,,22,20140102,11
PF_0000347_01,767,6,1,0,20130826,,,114,20131218,7,0,3,4,,,,,,29,20140116,11
PF_0000347_01,774,6,1,0,20130730,,,114,20131121,11,0,0,11,,,,,,28,20131219,10
PF_0000347_01,782,5,1,0,20130718,,,119,20131114,12,0,0,12,,,,,,28,20131212,10
PF_0000347_01,783,7,1,0,20130706,,,115,20131029,8,0,1,7,,,,,,23,20131121,9
PF_0000347_01,820,3,1,0,20130810,,,117,20131205,13,0,1,12,,,,,,21,20131226,10
PF_0000347_01,821,3,1,0,20130702,,,115,20131025,11,0,0,11,,,,,,34,20131128,10
PF_0000347_01,822,4,1,0,20130819,,,115,20131212,12,0,1,11,,,,,,21,20140102,10
PF_0000347_01,823,5,1,0,20130827,,,116,20131221,11,0,1,10,,,,,,26,20140116,11
PF_0000347_01,831,4,1,0,20130902,,,117,20131228,13,0,1,12,,,,,,26,20140123,10
PF_0000347_01,838,3,1,0,20130627,,,115,20131020,10,0,0,10,,,,,,25,20131114,8
PF_0000347_01,839,3,1,0,20130622,,,115,20131015,0,0,0,0,,,,11,,28,20131112,0
PF_0000347_01,846,3,1,0,20130704,,,115,20131027,13,0,2,11,,,,,,32,20131128,10
PF_0000347_01,850,3,1,0,20130709,,,115,20131101,10,0,0,10,,,,,,27,20131128,9
PF_0000347_01,853,3,1,0,20130701,,,115,20131024,12,0,1,11,,,,,,28,20131121,10
PF_0000347_01,858,3,1,0,20130802,,,117,20131127,6,0,0,6,,,,,,22,20131219,10
PF_0000347_01,860,3,1,0,20130618,,,115,20131011,16,0,2,14,,,,,,27,20131107,10
PF_0000347_01,861,2,1,0,20130628,,,115,20131021,13,0,0,13,,,,,,31,20131121,9
PF_0000347_01,864,3,1,0,20130723,,,117,20131117,14,0,2,12,,,,,,25,20131212,10
PF_0000347_01,875,3,1,0,20130708,,,115,20131031,17,0,6,11,,,,,,28,20131128,10
PF_0000347_01,876,3,1,0,20130801,,,116,20131125,10,0,2,8,,,,,,1,20131126,0
PF_0000347_01,877,3,1,0,20130830,,,117,20131225,15,0,1,14,,,,,,22,20140116,11
PF_0000347_01,878,3,1,0,20130709,,,115,20131101,12,0,2,10,,,,,,27,20131128,9
PF_0000347_01,879,3,1,0,20130704,,,115,20131027,10,0,1,9,,,,,,25,20131121,9
PF_0000347_01,884,3,1,0,20130715,,,115,20131107,13,0,0,13,,,,,,28,20131205,10
PF_0000347_01,886,4,1,0,20130723,,,116,20131116,8,0,0,8,,,,,,26,20131212,10
PF_0000347_01,888,4,1,0,20130709,,,118,20131104,11,0,1,10,,,,,,24,20131128,9
PF_0000347_01,890,5,1,0,20130619,,,115,20131012,10,0,0,10,,,,,,26,20131107,11
PF_0000347_01,891,4,1,0,20130806,,,117,20131201,9,0,0,9,,,,,,25,20131226,8
PF_0000347_01,898,4,1,0,20130813,,,116,20131207,11,0,1,10,,,,,,26,20140102,10
PF_0000347_01,900,4,1,0,20130703,,,115,20131026,10,0,0,10,,,,,,26,20131121,10
PF_0000347_01,901,4,1,0,20130701,,,115,20131024,10,0,3,7,,,,,,28,20131121,10
PF_0000347_01,907,4,1,0,20130819,,,116,20131213,17,0,3,14,,,,,,27,20140109,11
PF_0000347_01,909,4,1,0,20130708,,,115,20131031,15,0,2,13,,,,,,28,20131128,9
PF_0000347_01,911,4,1,0,20130730,,,113,20131120,14,0,1,13,,,,,,29,20131219,9
PF_0000347_01,913,4,1,0,20130820,,,117,20131215,8,0,1,7,,,,,,25,20140109,10
PF_0000347_01,914,4,1,0,20130806,,,115,20131129,10,0,0,10,,,,,,27,20131226,9
PF_0000347_01,915,8,1,0,20130709,,,117,20131103,10,0,0,10,,,,,,25,20131128,10
PF_0000347_01,922,3,1,0,20130709,,,117,20131103,7,0,2,5,,,,,,25,20131128,9
PF_0000347_01,923,4,1,0,20130704,,,115,20131027,9,0,0,9,,,,,,25,20131121,10
PF_0000347_01,924,4,1,0,20130723,,,114,20131114,10,0,2,8,,,,,,28,20131212,10
PF_0000347_01,925,4,1,0,20130903,,,117,20131229,9,0,0,9,,,,,,25,20140123,9
PF_0000347_01,926,4,1,0,20130709,,,116,20131102,9,0,1,8,,,,,,26,20131128,10
PF_0000347_01,927,4,1,0,20130823,,,115,20131216,12,0,0,12,,,,,,24,20140109,11
PF_0000347_01,937,3,1,0,20130625,,,115,20131018,10,0,1,9,,,,,,27,20131114,8
PF_0000347_01,941,1,1,0,20130820,,,116,20131214,8,0,0,8,,,,,,26,20140109,8
PF_0000347_01,942,1,1,0,20130802,,,117,20131127,13,0,2,11,,,,,,22,20131219,10
PF_0000347_01,946,1,1,0,20130619,,,115,20131012,14,0,2,12,,,,,,26,20131107,10
PF_0000347_01,948,1,1,0,20130703,,,115,20131026,10,0,0,10,,,,,,26,20131121,11
PF_0000347_01,949,1,1,0,20130903,,,117,20131229,15,0,1,14,,,,,,25,20140123,10
PF_0000347_01,950,2,1,0,20130903,,,117,20131229,5,0,0,5,,,,,,25,20140123,10
PF_0000347_01,952,1,1,0,20130820,,,115,20131213,16,0,2,14,,,,,,27,20140109,10
PF_0000347_01,955,1,1,0,20130820,,,117,20131215,5,0,0,5,,,,,,25,20140109,10
PF_0000347_01,956,1,1,0,20130812,,,115,20131205,16,0,2,14,,,,,,21,20131226,12
PF_0000347_01,965,3,1,0,20130812,,,117,20131207,10,0,0,10,,,,,,26,20140102,10
PF_0000347_01,966,1,1,0,20130708,,,115,20131031,7,0,0,7,,,,,,35,20131205,10
PF_0000347_01,967,1,1,0,20130627,,,115,20131020,12,0,1,11,,,,,,25,20131114,10
PF_0000347_01,970,1,1,0,20130704,,,115,20131027,9,0,0,9,,,,,,25,20131121,10
PF_0000347_01,973,1,1,0,20130723,,,116,20131116,13,0,0,13,,,,,,26,20131212,10
PF_0000347_01,974,0,1,249,20130705,,,115,20131028,7,0,0,7,,,,,,24,20131121,7
PF_0000347_01,975,1,1,0,20130627,,,115,20131020,2,0,1,1,,,,,,25,20131114,8
PF_0000347_01,976,3,1,0,20130717,,,116,20131110,7,0,0,7,,,,,,25,20131205,10
PF_0000347_01,977,1,1,0,20130803,,,114,20131125,12,0,0,12,,,,,,24,20131219,10
PF_0000347_01,978,1,1,0,20130709,,,115,20131101,11,0,0,11,,,,,,27,20131128,10
PF_0000347_01,981,1,1,0,20130903,,,117,20131229,6,0,0,6,,,,,,25,20140123,10
PF_0000347_01,982,1,1,0,20130716,,,116,20131109,9,0,1,8,,,,,,26,20131205,10
PF_0000347_01,988,1,1,0,20130715,,,115,20131107,15,0,1,14,,,,,,28,20131205,10
PF_0000347_01,989,1,1,0,20130822,,,116,20131216,12,0,0,12,,,,,,24,20140109,11
PF_0000347_01,994,0,1,249,20130626,,,115,20131019,10,0,0,10,,,,,,26,20131114,10
PF_0000347_01,995,0,1,249,20130621,,,115,20131014,13,0,0,13,,,,,,24,20131107,9
PF_0000347_01,997,3,1,0,20130703,,,115,20131026,11,0,1,10,,,,,,26,20131121,10
PF_0000347_01,999,0,1,249,20130615,,,115,20131008,11,0,2,9,,,,,,30,20131107,11
PF_0000347_01,1005,3,1,0,20130807,,,113,20131128,13,0,1,12,,,,,,28,20131226,8
PF_0000347_01,1006,0,1,241,20130709,,,115,20131101,10,0,0,10,,,,,,27,20131128,9
PF_0000347_01,1007,0,1,241,20130708,,,117,20131102,13,0,1,12,,,,,,26,20131128,10
PF_0000347_01,1009,0,1,249,20130625,,,115,20131018,12,0,0,12,,,,,,20,20131107,10
PF_0000347_01,1010,0,1,249,20130625,,,115,20131018,7,0,0,7,,,,,,27,20131114,9
PF_0000347_01,1012,0,1,249,20130622,,,115,20131015,5,0,0,5,,,,,,23,20131107,10
PF_0000347_01,1013,2,1,0,20130830,,,116,20131224,15,0,1,14,,,,,,23,20140116,11
PF_0000347_01,1017,0,1,249,20130706,,,115,20131029,11,0,1,10,,,,,,30,20131128,10
PF_0000347_01,1020,3,1,0,20130819,,,117,20131214,6,0,0,6,,,,,,26,20140109,10
PF_0000347_01,1021,3,1,0,20130709,,,115,20131101,11,0,3,8,,,,,,27,20131128,9
PF_0000347_01,1023,3,1,0,20130826,,,114,20131218,17,0,2,15,,,,,,22,20140109,10
PF_0000347_01,1025,3,1,0,20130723,,,121,20131121,1,0,1,0,,,,,,21,20131212,10
PF_0000347_01,1026,3,1,0,20130702,,,115,20131025,7,0,0,7,,,,,,27,20131121,9
PF_0000347_01,1030,3,1,0,20130709,,,116,20131102,11,0,0,11,,,,,,26,20131128,9
PF_0000347_01,1031,0,1,241,20130730,,,118,20131125,3,0,0,3,,,,,,0,20131125,0
PF_0000347_01,1038,1,1,0,20130724,,,114,20131115,14,0,1,13,,,,,,27,20131212,10
PF_0000347_01,1046,3,1,0,20130717,,,117,20131111,8,0,1,7,,,,,,24,20131205,10
PF_0000347_01,1047,2,1,0,20130716,,,117,20131110,12,0,0,12,,,,,,25,20131205,10
PF_0000347_01,1049,2,1,0,20130820,,,114,20131212,10,0,1,9,,,,,,21,20140102,12
PF_0000347_01,1050,3,1,0,20130816,,,116,20131210,14,0,1,13,,,,,,23,20140102,10
PF_0000347_01,1051,2,1,0,20130716,,,114,20131107,11,0,0,11,,,,,,28,20131205,10
PF_0000347_01,1054,3,1,0,20130901,,,114,20131224,9,0,2,7,,,,,,23,20140116,10
PF_0000347_01,1056,2,1,0,20130827,,,116,20131221,13,0,0,13,,,,,,26,20140116,11
PF_0000347_01,1057,2,1,0,20130716,,,115,20131108,15,0,0,15,,,,,,27,20131205,10
PF_0000347_01,1077,3,1,0,20130903,,,115,20131227,10,0,0,10,,,,,,27,20140123,10
PF_0000347_01,1078,3,1,0,20130820,,,117,20131215,13,0,1,12,,,,,,25,20140109,10
PF_0000347_01,1080,2,1,0,20130627,,,115,20131020,11,0,1,10,,,,,,25,20131114,9
PF_0000347_01,1083,3,1,0,20130826,,,115,20131219,12,0,0,12,,,,,,28,20140116,11
PF_0000347_01,1085,0,1,241,20130729,,,117,20131123,13,0,2,11,,,,,,26,20131219,10
PF_0000347_01,1086,0,1,242,20130901,,,117,20131227,15,0,2,13,,,,,,27,20140123,11
PF_0000347_01,1089,0,1,241,20130724,,,119,20131120,12,0,2,10,,,,,,22,20131212,10
PF_0000347_01,1090,0,1,242,20130802,,,117,20131127,12,0,0,12,,,,,,22,20131219,10
PF_0000347_01,1091,0,1,241,20130724,,,118,20131119,11,0,1,10,,,,,,30,20131219,10
PF_0000347_01,1093,0,1,242,20130831,,,114,20131223,11,0,1,10,,,,,,24,20140116,10
PF_0000347_01,1094,0,1,242,20130906,,,116,20131231,12,0,0,12,,,,,,23,20140123,10
PF_0000347_01,1104,3,1,0,20130906,,,115,20131230,5,0,0,5,,,,,,0,20131230,0
PF_0000347_01,1286,8,1,0,20130721,,,116,20131114,11,0,2,9,,,,,,28,20131212,10
PF_0000347_01,1291,0,1,242,20130831,,,114,20131223,13,0,1,12,,,,,,24,20140116,11
PF_0000347_01,1305,0,1,241,20130724,,,115,20131116,11,0,3,8,,,,,,26,20131212,10
PF_0000347_01,1314,0,1,242,20130810,,,116,20131204,13,0,2,11,,,,,,22,20131226,12
PF_0000347_01,1322,0,1,187,20130806,,,115,20131129,10,0,0,10,,,,,,27,20131226,10
PF_0000347_01,1324,0,1,242,20130803,,,116,20131127,11,0,1,10,,,,,,22,20131219,8
PF_0000347_01,1357,0,1,195,20130827,,,115,20131220,7,0,0,7,,,,,,27,20140116,10
PF_0000347_01,1552,1,1,0,20130623,,,115,20131016,10,0,0,10,,,,,,29,20131114,10
PF_0000347_01,1566,1,1,0,20130828,,,113,20131219,15,0,3,12,,,,,,28,20140116,11
PF_0000347_01,1568,1,1,0,20130903,,,115,20131227,12,0,1,11,,,,,,27,20140123,10
PF_0000347_01,1572,1,1,0,20130716,,,115,20131108,17,0,0,17,,,,,,27,20131205,10
PF_0000347_01,1574,1,1,0,20130723,,,115,20131115,12,0,1,11,,,,,,27,20131212,10
PF_0000347_01,1606,1,1,0,20130904,,,116,20131229,7,0,0,7,,,,,,25,20140123,10
PF_0000347_01,1627,1,1,0,20130627,,,115,20131020,9,0,1,8,,,,,,32,20131121,8
PF_0000347_01,1674,1,1,0,20130820,,,114,20131212,11,0,0,11,,,,,,21,20140102,11
PF_0000347_01,1693,4,1,0,20130723,,,116,20131116,8,0,0,8,,,,,,26,20131212,10
PF_0000347_01,1694,3,1,0,20130701,,,115,20131024,8,0,1,7,,,,,,28,20131121,10
PF_0000347_01,1725,4,1,0,20130825,,,112,20131215,12,0,1,11,,,,,,25,20140109,10
PF_0002615,218,0,1,238,20130209,,,114,20130603,14,0,2,12,,,,1,,17,20130620,11
PF_0002615,218,1,2,0,20130827,,,115,20131220,13,0,1,12,,,,2,,20,20140109,10
PF_0002615,219,0,1,243,20130214,,,115,20130609,17,0,3,14,,,,3,,18,20130627,11
PF_0002615,219,1,1,5,20130702,,,113,20131023,15,0,0,15,,,,12,,29,20131121,3
PF_0002615,220,0,1,265,20130308,,,118,20130704,10,0,0,10,,,,,,21,20130725,10
PF_0002615,220,1,1,5,20130730,,,115,20131122,11,0,0,11,,,,1,,20,20131212,10
PF_0002615,221,0,2,0,20130326,,,116,20130720,1,0,0,1,,,,1,,12,20130801,0
PF_0002615,221,1,1,4,20130805,,,115,20131128,8,0,0,8,,,,,,21,20131219,10
PF_0002615,222,0,1,268,20130311,,,113,20130702,13,0,1,12,,,,12,,13,20130715,0
PF_0002615,222,1,1,5,20130720,,,116,20131113,13,0,2,11,,,,,,15,20131128,12
PF_0002615,225,0,1,231,20130328,,,117,20130723,13,0,1,12,,,,2,,23,20130815,10
PF_0002615,226,0,1,289,20130401,,,117,20130727,13,0,1,12,,,,7,,26,20130822,5
PF_0002615,228,0,1,240,20130406,,,114,20130729,6,0,0,6,,,,1,,24,20130822,5
PF_0002615,228,1,1,5,20130827,,,116,20131221,14,0,2,12,,,,3,,19,20140109,9
PF_0002615,229,0,1,218,20130315,,,114,20130707,10,0,0,10,,,,,,18,20130725,10
PF_0002615,229,1,1,5,20130730,,,114,20131121,14,0,1,13,,,,3,,21,20131212,10
PF_0002615,230,0,1,219,20130316,,,116,20130710,15,0,0,15,,,,6,,15,20130725,9
PF_0002615,230,1,1,6,20130731,,,116,20131124,11,0,1,10,,,,,,18,20131212,10
PF_0002615,231,0,1,221,20130318,,,114,20130710,9,0,0,9,,,,,,22,20130801,11
PF_0002615,231,1,1,5,20130806,,,114,20131128,8,0,2,6,,,,,,21,20131219,7
PF_0002615,232,0,1,229,20130326,,,114,20130718,10,0,1,9,,,,,,21,20130808,10
PF_0002615,234,0,1,225,20130329,,,116,20130723,14,0,0,14,,,,1,,23,20130815,13
PF_0002615,234,1,1,5,20130820,,,115,20131213,12,0,0,12,,,,,,20,20140102,12
PF_0002615,235,0,1,225,20130329,,,116,20130723,10,0,0,10,,,,,,16,20130808,10
PF_0002615,235,1,1,5,20130813,,,115,20131206,12,0,0,12,,,,,,20,20131226,12
PF_0002615,238,0,1,230,20130403,,,113,20130725,15,0,2,13,,,,4,,28,20130822,9
PF_0002615,238,1,1,5,20130827,,,114,20131219,15,0,2,13,,,,2,,21,20140109,11
PF_0002615,239,0,1,230,20130403,,,116,20130728,13,0,1,12,,,,2,,25,20130822,10
PF_0002615,239,1,1,5,20130827,,,115,20131220,15,0,0,15,,,,4,,20,20140109,11
PF_0002615,241,0,1,245,20130411,,,116,20130805,14,0,0,14,,,,2,,24,20130829,12
PF_0002615,242,0,1,243,20130409,,,115,20130802,12,0,0,12,,,,1,,27,20130829,11
PF_0002615,243,0,1,299,20130604,,,117,20130929,11,0,1,10,,,,1,,17,20131016,9
PF_0002615,244,0,1,314,20130619,,,115,20131012,14,0,0,14,,,,2,,26,20131107,12
PF_0002615,245,0,1,293,20130529,,,115,20130921,14,0,1,13,,,,1,,19,20131010,12
PF_0002615,246,0,1,241,20130607,,,113,20130928,12,0,0,12,,,,1,,26,20131024,11
PF_0002615,247,0,1,246,20130612,,,117,20131007,13,0,0,13,,,,1,,17,20131024,12
PF_0002615,250,0,1,286,20130722,,,116,20131115,11,0,0,11,,,,,,20,20131205,11
PF_0002615,251,0,1,231,20130528,,,115,20130920,13,0,1,12,,,,1,,20,20131010,11
PF_0002615,252,0,1,241,20130525,,,109,20130911,8,0,0,8,,,,,,22,20131003,9
PF_0002615,253,0,1,238,20130604,,,116,20130928,9,0,2,7,,,,,,18,20131016,7
PF_0002615,254,0,1,238,20130604,,,116,20130928,14,0,0,14,,,,4,,12,20131010,10
PF_0002615,256,0,1,238,20130604,,,113,20130925,12,0,2,10,,,,4,,36,20131031,6
PF_0002615,257,0,1,300,20130805,,,113,20131126,9,0,0,9,,,,,,23,20131219,9
PF_0002615,258,0,1,301,20130806,,,113,20131127,14,0,0,14,,,,4,,15,20131212,10
PF_0002615,264,0,1,258,20130830,,,116,20131224,14,0,2,12,,,,5,,23,20140116,7
PF_0002615,268,0,1,266,20130907,,,114,20131230,10,0,1,9,,,,,,24,20140123,9
PF_0002615,271,0,1,254,20130826,,,116,20131220,8,0,0,8,,,,,,20,20140109,9
PF_0002615,276,0,1,254,20130826,,,114,20131218,12,0,0,12,,,,2,,22,20140109,10
PF_0002615,1097,2,1,4,20120924,,,116,20130118,9,0,0,9,,,,,,21,20130208,10
PF_0002615,1097,3,1,5,20130213,,,116,20130609,10,0,0,10,,,,,,18,20130627,10
PF_0002615,1097,4,1,5,20130702,,,116,20131026,14,0,3,11,,,,,,26,20131121,10
PF_0002615,1526,11,1,5,20121002,,,116,20130126,8,0,0,8,,,,,,19,20130214,11
PF_0002615,1526,12,1,4,20130218,,,117,20130615,6,0,0,6,,,,,,19,20130704,7
PF_0002615,1561,11,1,5,20130115,,,116,20130511,9,0,0,9,,,,,,19,20130530,9
PF_0002615,1561,12,1,5,20130604,,,114,20130926,13,0,1,12,,,,4,,20,20131016,8
PF_0002615,1570,10,1,5,20121030,,,116,20130223,18,0,1,17,,,,8,,27,20130322,9
PF_0002615,1573,11,1,5,20130122,,,114,20130516,14,0,1,13,,,,2,,21,20130606,11
PF_0002615,1574,10,1,5,20121204,,,116,20130330,14,0,1,13,,,,3,,19,20130418,10
PF_0002615,1582,8,1,6,20120912,,,119,20130109,12,0,3,9,,,,9,,18,20130127,0
PF_0002615,1586,9,1,5,20121009,,,115,20130201,12,0,1,11,,,,1,,20,20130221,10
PF_0002615,1590,8,2,0,20120913,,,115,20130106,7,0,1,6,,,,1,,33,20130208,5
PF_0002615,1590,9,2,0,20130604,,,119,20131001,5,0,0,5,,,,,,15,20131016,6
PF_0002615,1591,9,1,5,20120918,,,115,20130111,11,0,2,9,,,,,,20,20130131,11
PF_0002615,1591,10,1,4,20130204,,,117,20130601,11,0,0,11,,,,,,19,20130620,11
PF_0002615,1591,11,1,4,20130624,,,107,20131009,6,0,0,6,,,,,,36,20131114,10
PF_0002615,1592,8,1,5,20120925,,,117,20130120,10,0,4,6,,,,,,19,20130208,11
PF_0002615,1595,9,1,5,20121218,,,114,20130411,14,0,2,12,,,,4,,28,20130509,8
PF_0002615,1598,9,1,4,20121126,,,116,20130322,9,0,0,9,,,,,,33,20130424,17
PF_0002615,1602,7,2,0,20120912,,,115,20130105,13,0,1,12,,,,3,,19,20130124,9
PF_0002615,1602,8,2,0,20130318,,,115,20130711,9,0,1,8,,,,,,21,20130801,10
PF_0002615,1603,9,1,4,20121105,,,116,20130301,12,0,0,12,,,,,,21,20130322,12
PF_0002615,1605,9,1,5,20121218,,,116,20130413,12,0,0,12,,,,6,,33,20130516,6
PF_0002615,1609,8,1,5,20130108,,,109,20130427,5,0,0,5,,,,,,19,20130516,5
PF_0002615,1609,9,1,5,20130521,,,114,20130912,10,0,1,9,,,,,,21,20131003,10
PF_0002615,1611,7,1,5,20121009,,,117,20130203,13,0,1,12,,,,1,,18,20130221,11
PF_0002615,1611,8,1,5,20130226,,,117,20130623,12,0,2,10,,,,2,,25,20130718,8
PF_0002615,1611,9,1,5,20130723,,,118,20131118,13,0,2,11,,,,4,,24,20131212,7
PF_0002615,1613,8,2,0,20121204,,,117,20130331,13,0,0,13,,,,2,,18,20130418,11
PF_0002615,1613,9,2,0,20130616,,,116,20131010,13,0,1,12,,,,1,,28,20131107,11
PF_0002615,1615,8,1,5,20121030,,,117,20130224,11,0,0,11,,,,1,,26,20130322,10
PF_0002615,1615,9,1,4,20130326,,,118,20130722,10,0,0,10,,,,2,,31,20130822,8
PF_0002615,1615,10,1,5,20130827,,,118,20131223,8,0,1,7,,,,,,24,20140116,9
PF_0002615,1618,8,1,5,20121225,,,115,20130419,5,0,0,5,,,,,,27,20130516,9
PF_0002615,1618,9,1,4,20130520,,,116,20130913,8,0,2,6,,,,,,27,20131010,7
PF_0002615,1620,8,1,5,20121016,,,117,20130210,11,0,1,10,,,,,,18,20130228,10
PF_0002615,1620,9,1,5,20130305,,,116,20130629,12,0,4,8,,,,8,,23,20130722,0
PF_0002615,1622,7,2,0,20121207,,,115,20130401,13,0,1,12,,,,6,,31,20130502,6
PF_0002615,1622,8,2,0,20130612,,,114,20131004,14,0,3,11,,,,2,,20,20131024,9
PF_0002615,1623,8,1,22,20130208,,,118,20130606,11,0,1,10,,,,,,13,20130619,10
PF_0002615,1623,8,1,22,20130208,,,118,20130606,11,0,1,10,,,,,,15,20130704,7
PF_0002615,1623,9,1,5,20130709,,,116,20131102,8,0,5,3,,,,,,19,20131121,5
PF_0002615,1626,8,1,4,20130114,,,117,20130511,16,0,1,15,,,,7,,33,20130613,8
PF_0002615,1626,9,1,4,20130617,,,118,20131013,11,0,1,10,,,,10,,33,20131115,0
PF_0002615,1628,7,1,4,20120917,,,115,20130110,17,0,0,17,,,,6,,21,20130131,11
PF_0002615,1628,8,1,5,20130205,,,117,20130602,11,0,0,11,,,,,,18,20130620,11
